id_session,id_athlete,date_seance,rpe_session,duree_minutes,charge_travail,surface_jeu
47,1,2024-02-16,4.805229739805191,51.52983519627931,182.14285714285717,2
48,1,2024-02-17,7.67049904422616,67.67495109594466,978.5190881459812,1
49,1,2024-02-18,3.791706968346175,46.75959862586696,160.71428571428572,0
50,1,2024-02-19,9.640083847696376,86.9185667930606,833.8729861544683,2
51,1,2024-02-20,5.389706797177053,110.2271069347517,605.3413554136716,1
52,1,2024-02-21,7.9594679193611,102.09962927936658,845.3437104525291,2
53,1,2024-02-22,10.0,146.11561113579563,1599.4629297273252,2
54,1,2024-02-23,3.442724883801368,66.56580300018675,200.89285714285717,2
55,1,2024-02-24,8.458771851981204,75.30246624666252,960.3763595725908,3
56,1,2024-02-25,5.27907999824992,79.75036561328868,435.8054695322264,2
57,1,2024-02-26,5.695458307951076,118.60836007455724,549.6241283002456,1
58,1,2024-02-27,7.844749597773616,149.55299201833404,1146.450715748964,4
59,1,2024-02-28,6.089715742567307,64.83585174265573,850.7098447213682,4
60,1,2024-02-29,8.545238960991517,118.84399266095198,964.0840535002426,2
61,1,2024-03-01,7.568440392604878,81.16177720970397,846.8027058562033,2
62,1,2024-03-02,3.842101504542068,42.40702612101738,273.2710077127532,0
63,1,2024-03-03,6.713453801849068,141.01936793493948,1470.5277980222695,0
64,1,2024-03-04,7.308717425777289,72.652072555054,444.3420081176309,2
65,1,2024-03-05,4.754976525069631,68.45828969232983,455.7922822064744,4
66,1,2024-03-06,4.81844909958378,71.03299577342291,560.8860970626098,2
67,1,2024-03-07,6.766671557049342,89.45896441565161,673.2199707094209,2
68,1,2024-03-08,7.5295362090704385,103.02734207206169,857.9242441623259,2
69,1,2024-03-09,6.732755529773136,143.03476932049892,884.2967832473757,1
70,1,2024-03-10,6.521354407655945,78.50665401683577,579.904436670978,4
71,1,2024-03-11,5.79322467867628,75.64553057703644,445.299163192695,2
72,1,2024-03-12,4.592029322951935,80.5579259830691,160.71428571428572,2
73,1,2024-03-13,6.411925732134339,96.03523370147646,448.33901950020896,1
74,1,2024-03-14,8.243622564595068,133.48282054967075,918.5200396752232,0
75,1,2024-03-15,4.5666618229904135,54.20784231599284,224.12368743897943,4
76,1,2024-03-16,6.939591099382617,74.16646037490658,714.8020781327151,2
77,1,2024-03-17,2.542408708392649,58.25950814737645,263.1094061725996,3
78,1,2024-03-18,7.955482293928839,85.14259269542103,860.3181630930661,4
79,1,2024-03-19,8.996459569063294,64.60053802834157,581.5991403760881,0
80,1,2024-03-20,8.75130866503977,119.79015551689096,1149.773778594978,3
81,1,2024-03-21,6.751144926014451,77.50573666583016,335.4996685701054,1
82,1,2024-03-22,7.500967350180719,137.85724160536748,802.2288287090569,3
83,1,2024-03-23,4.61993635904948,92.79297617089058,406.6816456739605,0
84,1,2024-03-24,6.80805720553117,62.10590848154417,438.67416674867087,0
85,1,2024-03-25,6.306302283109802,81.41112255415409,492.60921720314656,2
86,1,2024-03-26,3.814281906030141,44.11584301957675,150.0,0
87,1,2024-03-27,7.44296676459531,93.71024520069405,822.7863354587587,0
88,1,2024-03-28,9.289885900095475,120.987445925082,1057.2920635913993,1
89,1,2024-03-29,2.0,30.0,150.0,2
90,1,2024-03-30,6.411925732134339,54.267464718365126,226.6677782159291,1
91,1,2024-03-31,3.2709472432050486,78.69494452892214,400.0105099333047,2
92,1,2024-04-01,6.211139467110081,96.81391651902786,810.2419263806072,0
93,1,2024-04-02,6.174920969603789,83.1589780543621,563.1311675207711,0
94,1,2024-04-03,7.376010116364328,96.16375352907907,1110.8144202718456,3
95,1,2024-04-04,3.614903081387919,55.77552945888636,237.66854956268224,1
96,1,2024-04-05,6.411925732134339,79.80258239564063,859.7566950108796,1
97,1,2024-04-06,6.259883524845321,101.50757415137868,743.8014069112196,1
98,1,2024-04-07,8.768388405682767,142.64460656310112,1114.5567377852594,2
1,2,2024-01-01,8.766414094707098,106.94199020716285,1563.6436191017465,4
2,2,2024-01-02,9.456344236658644,122.40461390753931,1017.7978734657588,1
3,2,2024-01-03,9.18680207040012,88.31192162631775,947.1966807994704,2
4,2,2024-01-04,6.236444194334581,79.02563438360305,401.1448463959204,4
5,2,2024-01-05,6.548027215450587,70.89842000847015,862.5898496325138,1
6,2,2024-01-06,6.751330114339243,131.01963592444002,1093.3477356862047,0
7,2,2024-01-07,5.213600290226877,95.02143148606396,934.0108898468586,0
8,2,2024-01-08,7.703337737710399,104.26524170572311,1603.0259748612082,3
9,2,2024-01-09,6.994395302171374,60.83561537493271,1075.2311349287231,1
10,2,2024-01-10,5.7080653326643285,61.54072133096194,695.8914706357737,1
11,2,2024-01-11,3.2055811734681177,30.0,150.0,2
12,2,2024-01-12,6.056327186732495,97.2862819652192,721.2392886517358,1
13,2,2024-01-13,5.912571539145838,154.1581388864428,665.7510170979401,2
14,2,2024-01-14,5.459338442253015,72.42524554033614,480.5917419295351,4
15,2,2024-01-15,3.749862512471262,46.30042082861017,150.0,4
16,2,2024-01-16,7.029186114480202,114.67381349258363,615.0376513071923,1
17,2,2024-01-17,8.173424986199807,67.95020909430109,778.7345148509676,0
18,2,2024-01-18,4.308275737872932,62.93904456007711,190.50122365363552,2
19,2,2024-01-19,5.719879741086864,109.53222072312306,421.0226401370205,2
20,2,2024-01-20,6.677064855481865,67.06816927587064,415.2087896521709,4
21,2,2024-01-21,6.211918837905718,99.03903406958167,582.9624683570379,0
22,2,2024-01-22,6.039612943348833,111.67377061906146,696.6757968785532,1
23,2,2024-01-23,5.373598082447159,79.12092890697694,716.1316857588236,4
24,2,2024-01-24,3.3741022686120177,55.70664177296767,197.42881256725548,2
25,2,2024-01-25,7.983786741285324,152.884095477155,845.5571287602083,2
26,2,2024-01-26,10.0,159.29381887226683,1336.573874397769,4
27,2,2024-01-27,3.586055845764772,32.85258157176563,150.0,4
28,2,2024-01-28,6.21507864986855,100.48583513177792,645.7603722106853,0
29,2,2024-01-29,7.073054952121876,88.27397795113575,510.5280112315579,1
30,2,2024-01-30,5.885053864523546,79.93328257858022,681.733559816547,2
31,2,2024-01-31,9.436900424599166,102.1686723125479,872.1403077904972,1
32,2,2024-02-01,6.216013381333561,105.890789455264,633.5047556062589,4
33,2,2024-02-02,5.2446884340017705,82.19453028910587,416.01880115377446,3
34,2,2024-02-03,4.252526348085778,84.86754311001718,588.1883824736309,2
35,2,2024-02-04,6.229848309205951,87.92266112994649,569.1877187261939,2
36,2,2024-02-05,6.441286522325362,50.18359522598234,454.67860731052247,0
37,2,2024-02-06,8.849345759598904,132.86908031910747,974.07342471554,0
38,2,2024-02-07,7.059627313791053,75.43331957720603,616.7245593892521,4
39,2,2024-02-08,5.072846813763442,85.38449088000888,443.2975336155095,1
40,2,2024-02-09,5.734812150255419,67.63443869267272,656.2252775724932,4
41,2,2024-02-10,3.642528402238884,59.5281618462289,187.5,0
42,2,2024-02-11,8.989980383814837,117.85236342224296,843.1173366528221,1
43,2,2024-02-12,7.151707874720212,77.54291401076597,547.6350379749109,4
44,2,2024-02-13,4.281542484474837,45.34953294099419,253.8038023177188,0
45,2,2024-02-14,5.67819932037717,113.78164379301828,697.6654545964361,1
46,2,2024-02-15,7.796690687026792,118.33202671748688,880.6025797014763,3
47,2,2024-02-16,5.53681622457531,77.8907819107784,512.1331417317153,4
48,2,2024-02-17,6.411925732134339,86.6111573987156,760.1925394952553,1
49,2,2024-02-18,6.728405297734183,89.94194051090064,725.8884754623161,3
50,2,2024-02-19,6.411925732134339,34.4150909969115,150.0,2
51,2,2024-02-20,5.758897015760074,92.29243810224324,639.5304188701443,2
52,2,2024-02-21,6.411925732134339,117.18853904190176,579.7325969742781,4
53,2,2024-02-22,3.8041911355218607,57.34326148022463,168.4077532423184,2
54,2,2024-02-23,6.411925732134339,98.55733081581836,631.6092539510905,0
55,2,2024-02-24,5.719286178480969,61.04813328206818,243.12585325924783,3
56,2,2024-02-25,9.180621187502826,167.08048069871637,1379.456750855809,2
57,2,2024-02-26,6.738654864024494,97.06614244347992,832.1937383316136,0
58,2,2024-02-27,8.926490113701274,111.7843142669472,1283.1495055507391,0
59,2,2024-02-28,6.797801768713414,59.89982437418894,816.1897119878591,4
60,2,2024-02-29,5.9991092889677216,120.84971083659173,778.618494112335,4
61,2,2024-03-01,6.113465572084757,58.01252454417775,605.3057813182417,1
62,2,2024-03-02,6.39533839382558,89.67242793722596,786.5030768663182,1
63,2,2024-03-03,6.489988821718684,78.93933007940868,1021.000798137192,0
64,2,2024-03-04,6.816841506282948,98.1771594376555,1232.9211499563896,1
65,2,2024-03-05,7.076788224419356,120.53868325880376,823.214880835946,3
66,2,2024-03-06,5.338466788312659,88.43043057525787,793.5541640844325,0
67,2,2024-03-07,8.111588351327374,81.4443061773014,618.5716944170779,0
68,2,2024-03-08,6.196573859642623,54.82727032984141,307.48054952235947,4
69,2,2024-03-09,10.0,110.5846446931499,1275.5730811582807,2
70,2,2024-03-10,6.459582675337977,100.59911337035388,765.2168567383546,4
71,2,2024-03-11,5.225962557936679,111.3347308056638,325.3318027441625,0
72,2,2024-03-12,7.221011560428438,95.40067757861938,572.5653474792974,0
73,2,2024-03-13,6.037567282992722,97.00388682722208,570.3604211441937,0
74,2,2024-03-14,8.434925511372022,104.64962105104055,1031.6320909373674,2
75,2,2024-03-15,4.353281282265166,93.45931562774402,416.90885156359104,4
76,2,2024-03-16,7.317576070335077,97.67019423736188,783.6251716406183,0
77,2,2024-03-17,6.191575174767794,106.61305247592324,1037.6657756513926,3
78,2,2024-03-18,2.5111076453724483,30.0,188.6479591836735,2
79,2,2024-03-19,8.575457948430193,101.11697614503043,1140.87858663895,3
80,2,2024-03-20,5.863006044110152,64.7765051279001,348.57023917766526,0
81,2,2024-03-21,3.655139489155615,59.776377279145024,408.6483737647988,4
82,2,2024-03-22,7.654240594477445,133.05271382239897,1200.749014327812,1
83,2,2024-03-23,6.635726434864231,82.29967244754802,548.4403996230375,0
84,2,2024-03-24,5.136083681037625,114.13086386515836,744.7466209027873,4
85,2,2024-03-25,10.0,156.98169246571004,1627.0511764369132,1
86,2,2024-03-26,7.052944966370862,82.1930868939031,739.008752941312,0
87,2,2024-03-27,7.578178617582569,137.47278271440058,728.978487516831,3
88,2,2024-03-28,9.044366065173303,81.41977688540307,1034.9613167322314,1
89,2,2024-03-29,5.9453808820425,69.46004629730737,636.2078905386203,4
90,2,2024-03-30,7.084297654483538,121.41672053397464,930.8669891134226,1
91,2,2024-03-31,8.999724189192888,118.33630638023206,1412.2688269700752,1
92,2,2024-04-01,6.436617225884499,83.30707780164687,792.9143308812204,3
93,2,2024-04-02,6.411925732134339,76.53148246470582,652.9618927448247,1
94,2,2024-04-03,4.544889547157718,104.74985909986488,427.55750046084177,2
95,2,2024-04-04,8.108580159099194,108.91101607358868,810.998985279393,2
96,2,2024-04-05,7.061972197516695,99.8005081407992,459.6018686378299,1
97,2,2024-04-06,6.488902601021158,70.35835530968917,170.8080045666262,3
98,2,2024-04-07,4.368524136568624,91.59154484810182,415.7213592401368,2
1,3,2024-01-01,8.945567527871404,123.63487323032749,1275.7301945734112,0
2,3,2024-01-02,7.4986687452479535,75.6538444753254,774.6779758666053,1
3,3,2024-01-03,8.228635672858445,116.80357410125517,895.1822470810387,3
4,3,2024-01-04,6.411925732134339,80.30373455516622,769.9536489180398,4
5,3,2024-01-05,5.940530542789147,81.57190259170225,759.6832789407378,0
6,3,2024-01-06,9.665571575592883,103.97076799967022,809.0837695894343,3
7,3,2024-01-07,2.0,48.785787691504005,166.07142857142858,2
8,3,2024-01-08,5.774132047867004,79.718140589966,413.48796634091167,1
9,3,2024-01-09,7.4298986794298685,77.79050339811258,600.6387963829071,1
10,3,2024-01-10,4.140527746518133,63.759755522271526,201.65816326530611,4
11,3,2024-01-11,7.555501527080066,72.46147425276733,1118.4524621118735,3
12,3,2024-01-12,6.620900447185259,107.0884501468633,796.5149627362194,3
13,3,2024-01-13,8.128883369699432,120.44820538126272,1055.456458969628,2
14,3,2024-01-14,7.879246107058554,76.77259917912208,843.7822599789178,2
15,3,2024-01-15,5.589458431846996,57.32152739838059,394.8530407191465,0
16,3,2024-01-16,3.46796001015454,121.31534009215255,504.9652020835687,1
17,3,2024-01-17,5.929642732954269,94.46366733890576,851.1908002904879,3
18,3,2024-01-18,10.0,142.44263145986568,1621.4880994704672,2
19,3,2024-01-19,6.030931437800696,85.70900303503379,518.9287657604194,0
20,3,2024-01-20,5.346148900418736,63.04175775235513,358.2305796820089,1
21,3,2024-01-21,4.84804940986791,32.45931838014222,252.1143287871093,3
22,3,2024-01-22,5.653778894439359,51.88844132948944,256.9387567938608,0
23,3,2024-01-23,5.960251560832831,80.79568852413347,549.8474301128306,3
24,3,2024-01-24,6.520578694879576,73.98850477316464,405.19138316166953,3
25,3,2024-01-25,5.310884051555538,83.23775217734986,466.3685109694004,2
26,3,2024-01-26,2.142460220131607,87.40451856479851,150.0,1
27,3,2024-01-27,3.810679891860567,51.07864351530591,150.0,3
28,3,2024-01-28,4.778861663333465,46.852460801700495,150.0,3
29,3,2024-01-29,5.581990788594232,73.236412265578,360.87379358639873,1
30,3,2024-01-30,4.99627152485714,136.57572739690556,549.3112444102469,0
31,3,2024-01-31,8.461205206203449,146.51737075180765,922.4908244163984,0
32,3,2024-02-01,10.0,143.1400386615054,1184.6850443896633,2
33,3,2024-02-02,6.635409782058551,90.73323081084716,802.9489197136268,0
34,3,2024-02-03,9.817637070034008,122.2273041929293,1019.3476482401632,3
35,3,2024-02-04,5.488200197853189,67.35096136422804,554.0394655373346,1
36,3,2024-02-05,6.051518951932297,72.71072678267784,425.31636621472353,4
37,3,2024-02-06,4.509207315907127,79.51992336738584,395.8699221026194,2
38,3,2024-02-07,5.9294770384368025,56.889687278206026,579.9479155136582,0
39,3,2024-02-08,3.0381383761252643,93.27949551001612,505.4269335185342,2
40,3,2024-02-09,7.2219283733140145,87.02153468933064,866.8836674947903,4
41,3,2024-02-10,5.171354823315011,95.93561350073492,1032.79942267135,1
42,3,2024-02-11,8.003616288593092,112.12967038909191,952.4680529761364,4
43,3,2024-02-12,7.630760708731536,97.02868984021777,801.4125123821173,4
44,3,2024-02-13,9.590948881829636,133.14489681062497,1526.4452013997193,3
45,3,2024-02-14,5.646671356774341,85.19708143167016,373.2729918451943,0
46,3,2024-02-15,4.118208754166106,68.5309722650058,315.21677281909143,4
47,3,2024-02-16,7.457121465757479,72.75893504288548,610.8473233454731,4
48,3,2024-02-17,8.389623404215559,115.66501481100168,1039.0948920212363,0
49,3,2024-02-18,8.792509931687405,95.81905824882094,679.1616080490006,4
50,3,2024-02-19,8.214997800986453,129.08864063126074,1067.7338659943262,4
51,3,2024-02-20,6.690703428084239,78.1572119142233,528.029366740613,3
52,3,2024-02-21,4.332864074915872,61.899790406953166,276.3488201908859,1
53,3,2024-02-22,6.411925732134339,121.47098228301796,642.1441712797947,0
54,3,2024-02-23,6.217290649036286,78.62652787303843,453.6871143182532,4
55,3,2024-02-24,8.855580130622583,105.09280280638522,1280.082631246741,1
56,3,2024-02-25,8.350567940235106,102.83659379610572,820.4984206474605,3
57,3,2024-02-26,5.772133667091905,51.17616888622437,677.3230267100579,4
58,3,2024-02-27,5.448203096820801,40.15204089952538,187.5,2
59,3,2024-02-28,10.0,119.22785241832948,1237.605397383913,4
60,3,2024-02-29,5.083474619688626,86.08835591987824,393.86341452737565,4
61,3,2024-03-01,6.684080964439316,110.35994627393872,943.2780264448406,3
62,3,2024-03-02,3.4256943572756806,50.997589281524775,257.7044556372268,4
63,3,2024-03-03,8.202756754375816,114.7550053014766,875.1987145971823,3
64,3,2024-03-04,3.6776150611736895,95.33654134150316,411.54472573306174,3
65,3,2024-03-05,9.716482603634606,86.37367848464984,880.7759459596017,4
66,3,2024-03-06,8.809921524759964,113.34488057564666,1279.1470378574957,4
67,3,2024-03-07,7.765968342485403,75.47503295148084,745.2295167368225,2
68,3,2024-03-08,5.134008479021265,39.272311195864425,387.7140031727431,3
69,3,2024-03-09,4.501347672852977,76.9187897282099,355.7325389842818,1
70,3,2024-03-10,7.824494151487119,112.10506297715833,841.0814528082259,2
71,3,2024-03-11,5.658494673423006,83.27538580688558,681.1579395504114,1
72,3,2024-03-12,8.247090758438471,92.53307631256568,961.6535402824838,2
73,3,2024-03-13,5.548788033642705,68.11195277066008,668.9244685258845,4
74,3,2024-03-14,6.09209684369249,82.91497391244201,790.92018588095,2
75,3,2024-03-15,6.174089205822144,66.38268362512457,660.164699117311,3
76,3,2024-03-16,3.606854470859596,102.1021646450831,492.1822071603771,2
77,3,2024-03-17,6.446943461584298,88.29309118717767,571.4897675053475,3
78,3,2024-03-18,3.461732750313606,56.77047332108141,269.3373885278525,4
79,3,2024-03-19,8.855560149160455,46.60534811301648,928.27765187518,4
80,3,2024-03-20,8.521124816012637,133.21023645185056,1441.2166949947882,0
81,3,2024-03-21,6.257239899115629,83.28759772014625,666.7802089397611,3
82,3,2024-03-22,5.954784561473302,66.39225189140724,535.2010698470906,0
83,3,2024-03-23,6.101059718082775,72.30193590769996,693.8842879091444,2
84,3,2024-03-24,6.012934720093185,56.86652139864229,434.5254138206882,3
85,3,2024-03-25,3.5407379370488066,54.72714456551049,199.39758924219456,1
86,3,2024-03-26,5.237233333950171,92.00910781198796,673.0654983582345,0
87,3,2024-03-27,5.70987417883006,84.07165404305933,463.1318228019334,0
88,3,2024-03-28,4.457482666367037,30.0,343.05564089858973,1
89,3,2024-03-29,3.5272470455533016,61.3825944367903,176.78571428571428,3
90,3,2024-03-30,5.865028841256162,69.03134955244532,691.6023181692674,0
91,3,2024-03-31,4.602362896911341,48.81437075201638,223.5781173452823,2
92,3,2024-04-01,2.196933152253946,94.31933802874816,150.0,3
93,3,2024-04-02,7.865742711944319,114.44473524686433,711.6632892490057,1
94,3,2024-04-03,6.751212430056054,139.31334350137183,551.6878889973129,0
95,3,2024-04-04,9.65196015034159,123.43098449148113,920.7837526326684,4
96,3,2024-04-05,6.412415707188422,89.24558391733831,564.3786130493451,2
97,3,2024-04-06,6.237345918551516,91.79548726586393,506.65076066180416,0
98,3,2024-04-07,6.696863407406807,108.21661348893372,598.5553076727584,2
1,4,2024-01-01,6.09115395626252,86.71229823543932,670.4036580728074,2
2,4,2024-01-02,2.1641689908982915,45.28534750529258,313.22397552564433,1
3,4,2024-01-03,4.102731822906181,119.2521745675218,605.087683391374,4
4,4,2024-01-04,7.359802576031973,134.28195503659148,829.1301138339951,3
5,4,2024-01-05,3.1956493338482312,35.3510913783657,203.35276967930028,4
6,4,2024-01-06,7.659830055554837,116.81357685536528,1022.1277432512126,2
7,4,2024-01-07,6.664365979166351,94.30224509193624,1369.173896119851,3
8,4,2024-01-08,6.416407679078934,115.77225738411286,943.2288300964912,1
9,4,2024-01-09,8.017573108965543,138.91923415078185,1150.0493951136316,0
10,4,2024-01-10,2.0,37.65405044956989,187.5,3
11,4,2024-01-11,3.994817881929738,77.7816792810886,430.21231843828457,2
12,4,2024-01-12,4.998756109824141,88.74693314556347,499.4239674667567,3
13,4,2024-01-13,8.227885091360653,153.26810462733312,958.8825495011562,2
14,4,2024-01-14,6.659613683258951,116.08195647358257,793.1143621525555,3
15,4,2024-01-15,9.815791655064755,82.02665233437541,700.0393002316315,1
16,4,2024-01-16,6.411925732134339,71.6311883106418,150.0,2
17,4,2024-01-17,5.597448112519558,83.14080610947008,347.46424994752385,4
18,4,2024-01-18,7.083599477859746,87.11748185031428,667.0401651944703,2
19,4,2024-01-19,4.589968697695197,70.12563175459292,229.24115303004035,0
20,4,2024-01-20,7.811245788105179,121.6073627069912,881.8422421469861,1
21,4,2024-01-21,8.312363931803995,70.94250383604297,855.9663648755062,1
22,4,2024-01-22,5.344211375317879,30.0,379.5471948124424,2
23,4,2024-01-23,3.160579820092371,40.5436443200527,194.19642857142856,4
24,4,2024-01-24,9.788991266688472,132.9024980857023,1217.7575782867798,4
25,4,2024-01-25,6.085242974898682,109.7275972575463,592.442769123665,1
26,4,2024-01-26,5.1250500352112125,65.0826033981314,346.0646993044552,2
27,4,2024-01-27,5.933845251168208,89.20607891103757,770.4751445244096,1
28,4,2024-01-28,4.237192169727251,89.73487694258131,261.0268083384298,1
29,4,2024-01-29,5.811973177311813,37.89301543359527,522.9982173095221,3
30,4,2024-01-30,5.320011032250006,111.8519954202864,508.4361939892473,4
31,4,2024-01-31,5.9621859565963895,95.50807451979622,676.7143401592641,0
32,4,2024-02-01,7.3170074004974115,146.24354825564157,844.6286247986673,4
33,4,2024-02-02,6.411925732134339,52.65420495970672,437.7393526937225,4
34,4,2024-02-03,4.874055212523507,67.71533973154072,326.08698429348044,0
35,4,2024-02-04,7.518774671140337,45.97384129662063,609.876841334896,0
36,4,2024-02-05,4.573969548420095,79.4017466394004,506.0289104497431,3
37,4,2024-02-06,6.411925732134339,101.52211853666375,904.2116942910716,0
38,4,2024-02-07,6.308230620389529,71.99982963410376,358.84279593076434,1
39,4,2024-02-08,2.900048800118971,40.04126728604645,214.28571428571428,0
40,4,2024-02-09,7.710068970100477,82.70738222601871,723.0486064582818,2
41,4,2024-02-10,4.648199497480006,66.40428354221775,421.7355013309963,2
42,4,2024-02-11,6.969757753429706,74.41404342960257,602.0059985649866,0
43,4,2024-02-12,7.835419029827254,84.7474688246288,917.4620198244074,2
44,4,2024-02-13,8.110415098694379,134.25476696680963,1174.0173547462225,1
45,4,2024-02-14,7.334014503178994,107.96509040471682,703.2997363851792,4
46,4,2024-02-15,5.669178769004124,88.55898294580271,641.493821203966,4
47,4,2024-02-16,6.937932658297001,86.92183295220603,632.9752224150569,3
48,4,2024-02-17,7.97495112372091,82.13100623855532,652.936424865363,2
49,4,2024-02-18,8.932559623796296,81.72650365525652,806.0921305499978,3
50,4,2024-02-19,6.4521059401326015,109.5409946248772,682.0600410988789,0
51,4,2024-02-20,4.658932731955995,58.85797205485269,231.83540666366773,2
52,4,2024-02-21,6.056352653256957,114.7845831684223,739.9517226581635,3
53,4,2024-02-22,6.239857186015534,105.59017575169251,1212.9956183955803,4
54,4,2024-02-23,7.493322992898334,44.14219989439111,748.7452819268234,0
55,4,2024-02-24,7.787365544596844,121.75026415315492,941.2654210613806,0
56,4,2024-02-25,8.056962948625072,78.31148136721019,587.8771316078507,4
57,4,2024-02-26,6.942624858389421,76.4604531131219,526.1602121683317,1
58,4,2024-02-27,7.442090410788902,130.22591921198944,789.0557003129152,1
59,4,2024-02-28,6.282999743979051,100.43541789709482,773.8624914488602,0
60,4,2024-02-29,4.544235672415303,89.38216568185884,447.84804992613385,2
61,4,2024-03-01,4.191282867650015,87.17888799117226,214.05637299731237,0
62,4,2024-03-02,6.65476498042381,123.32499700791284,922.2563522588846,4
63,4,2024-03-03,7.598143726912592,118.38474075924796,789.2895611701202,1
64,4,2024-03-04,6.695004303986873,74.08299745633774,563.79917263416,4
65,4,2024-03-05,7.902469524858544,94.47005033216575,546.6149643914458,4
66,4,2024-03-06,5.642783140167266,90.66029658769897,374.8563041928537,2
67,4,2024-03-07,5.037951515034966,75.02400592493572,184.34941158048665,2
68,4,2024-03-08,6.96907257662105,92.21620314719604,534.6696629097281,3
69,4,2024-03-09,6.00234078026366,79.57176972267362,591.4226264040777,3
70,4,2024-03-10,4.383629597448074,51.23310760799519,290.0320406675488,1
71,4,2024-03-11,4.047347254075163,82.53981607049643,187.6793683086624,0
72,4,2024-03-12,5.104440874132901,65.15039752308664,385.1100237418418,4
73,4,2024-03-13,7.819504852905888,150.64460839912763,1353.156208688209,0
74,4,2024-03-14,4.604681561316316,88.17865757444709,486.7892534726985,3
75,4,2024-03-15,6.2853504779962,116.66186047268523,632.6297105966897,2
76,4,2024-03-16,8.463004091757316,78.91820943700444,819.9408428399112,4
77,4,2024-03-17,3.9193038894193086,37.7650760862232,267.78894181158006,2
78,4,2024-03-18,7.215731104127919,94.73441028837158,996.0217364343896,0
79,4,2024-03-19,5.564685861525472,82.09321169082648,646.86152396842,2
80,4,2024-03-20,6.411925732134339,60.92274613045,384.3710955340005,2
81,4,2024-03-21,6.411925732134339,96.68298092041287,634.5135603708877,3
82,4,2024-03-22,6.126523592053879,88.63504163881736,461.625763072046,3
83,4,2024-03-23,8.423874452782625,141.20999152792348,1215.4436146017051,2
84,4,2024-03-24,5.887034904433361,81.72420799885667,688.5309489896925,3
